title,tags,perks,country,location,company,posted,moeda_original,salary_min,salary_max,salary_mean
Senior Software Engineer (Go),"c++, python, go",,Czechia,Hlavní město Praha,SecurityScoreCard,2018-11-13 13:42:58.819046,-,0,0,0.0
Low Level Software Engineer (C++),"c++, linux, algorithm, cpu-architecture, debugging",,,Singapore,Hudson River Trading,2018-11-13 13:42:58.819046,-,0,0,0.0
Low Level Software Engineer (C++),"c++, linux, algorithm, cpu-architecture, debugging",,"Illinois, EUA",Chicago,Hudson River Trading,2018-11-13 13:42:58.819046,-,0,0,0.0
Developer Radio Area Network,"cloud, python, erlang, c, java",,Suécia,Stockholm,Ericsson,2018-11-13 13:42:58.819046,-,0,0,0.0
Low Level Software Engineer (C++),"c++, linux, algorithm, cpu-architecture, debugging",,"Texas, EUA",Austin,Hudson River Trading,2018-11-13 13:42:58.819046,-,0,0,0.0
Low Level Software Engineer (C++),"c++, linux, algorithm, cpu-architecture, debugging",,Reino Unido,London,Hudson River Trading,2018-11-13 13:42:58.834669,-,0,0,0.0
Epid Games: Senior Backend Engineer (Python) – Game Services,"amazon-web-services, python, java, high-availability, scalable",,Finland,Helsinki,aTalent Recruiting,2018-11-13 13:42:58.834669,-,0,0,0.0
TradeOps Developer,"python, c++, unix, linux, c",,,Singapore,Hudson River Trading,2018-11-13 13:42:58.834669,-,0,0,0.0
Frontend Entwickler für E-Commerce Startup,"javascript, css, reactjs, html, less",On-site and limited remote,Alemanha,Eilenburg,Sportspar GmbH,2018-11-13 13:42:58.834669,-,0,0,0.0
Data Reporting Developer - Accounting,"python, sql, vba, reporting, business-intelligence",,"Nova York, EUA",New York,Hudson River Trading,2018-11-13 13:42:58.834669,-,0,0,0.0
Senior Clojure Developer,"agile, clojure, java, lisp, functional-programming",,Reino Unido,London,carwow,2018-11-13 13:42:58.834669,£,26,33,29.5
Algo Software Engineer (C++/Python),"c++, python, java, c, c#",,"Nova York, EUA",New York,Hudson River Trading,2018-11-13 13:42:58.834669,-,0,0,0.0
Developer- Backend JavaScript,"javascript, reactjs, node.js, restful, api",Paid relocation,"Texas, EUA",Austin,"Q2 Software, Inc.",2018-11-13 13:42:58.834669,-,0,0,0.0
Epic Games: Senior Big Data Engineer – Game Services,"java, backend, database, apache-kafka, amazon-web-services",,Finland,Helsinki,aTalent Recruiting,2018-11-13 13:42:58.834669,-,0,0,0.0
"Full Stack Developer – C#, Azure, API, DB, Web","c#, asp.net-mvc, sql-server, javascript, azure","Visa sponsor, Paid relocation","Pensilvânia, EUA",Ambler,United Public Safety,2018-11-13 13:42:59.506499,$,22,38,30.0
E-Commerce Engineering Team Leader (Magento),"php, magento, html, css, reactjs",,Reino Unido,London,Swoon Editions,2018-11-13 13:42:59.522122,£,26,31,28.5
Core C++ Engineer,"c++, algorithm, linux, cpu-architecture, debugging",,"Nova York, EUA",New York,Hudson River Trading,2018-11-13 13:42:59.522122,-,0,0,0.0
Senior Software Engineer,"python, reactjs, oop, django, node.js",Paid relocation,"ON, Canada",Toronto,Cadre (NYC),2018-11-13 13:42:59.522122,-,0,0,0.0
Java Entwickler (m/w/d) Backend,"java, java-ee, project-management",,Alemanha,Nuremberg,PROJECT Immobilien,2018-11-13 13:42:59.522122,-,0,0,0.0
Senior Scala / Java Developer,"scala, java, reactjs, akka, haskell",Remote,"Califórnia, EUA",Sacramento,TopDevz,2018-11-13 13:42:59.522122,-,0,0,0.0
"Principal, Software Architect","agile, spring, java, spring-boot, cloud",Paid relocation,"Texas, EUA",Irving,CoreLogic,2018-11-13 13:42:59.522122,-,0,0,0.0
Architecte Solutions,"java, jee, esb, mom, soa",Remote,França,Paris,CAPGEMINI FRANCE,2018-11-13 13:42:59.522122,€,17,36,26.5
Software Developer,"postgresql, ruby, ruby-on-rails, reactjs",On-site and limited remote,"Washington, EUA",Washington,Ordway Labs,2018-11-13 13:42:59.522122,-,0,0,0.0
DevOps Engineer,"scala, php, agile, ruby, databricks",,Holanda,Rotterdam,VONQ,2018-11-13 13:42:59.522122,-,0,0,0.0
Senior DevOps Engineer (m/f/div),"amazon-web-services, docker, kubernetes, grafana, terraform","Visa sponsor, Paid relocation",Alemanha,Berlin,Elinvar GmbH,2018-11-13 13:42:59.522122,-,0,0,0.0
PHP Developer,"php, ruby, mysql",,"ON, Canada",Toronto,Hays,2018-11-13 13:42:59.537746,-,0,0,0.0
Junior Software Developer (f/m/div),"python, angularjs, javascript",,Alemanha,Velten,sitebots GmbH,2018-11-13 13:42:59.537746,-,0,0,0.0
Senior Data Engineer,"python, apache-spark, postgresql, tensorflow, elasticsearch",,Reino Unido,London,Duedil,2018-11-13 13:42:59.537746,-,0,0,0.0
"Softwareentwickler/Programmierer (Java, Objective C, Android)","java, swift, objective-c, android, ios",,Alemanha,Hamburg,SecCommerce Informationssysteme GmbH,2018-11-13 13:42:59.537746,-,0,0,0.0
"Web backend engineer (Ruby, JS)","ruby-on-rails, ruby, reactjs",,Suíça,Zürich,Chimpy AG,2018-11-13 13:42:59.537746,-,0,0,0.0
Software Engineer,"java, python, sql",,Reino Unido,Glasgow,JP Morgan Chase,2018-11-13 13:42:59.537746,-,0,0,0.0
Java Developer (m/f),"java, spring, cms, magnolia, coremedia",,Alemanha,Berlin,Aperto GmbH,2018-11-13 13:42:59.537746,-,0,0,0.0
Join our Student Support team and help emplower the world of education!,"c#, .net, javascript, css, oracle",,Reino Unido,Hessle,Tribal Edge,2018-11-13 13:42:59.537746,£,12,15,13.5
Software Developer - Ground-breaking Retail Tech!,"python, django, rest, web-services",,Reino Unido,London,MishiPay,2018-11-13 13:42:59.537746,£,16,25,20.5
Web - Entwickler (m/w) Ab sofort Vollzeit – Standort Mannheim,"javascript, html, css, php, rest",,Alemanha,Mannheim,SUSI&James GmbH,2018-11-13 13:42:59.537746,€,14,22,18.0
Softwareentwickler/in für unsere Warehouse Management Software,"c++, visual-studio-2015, sql, qt, swagger",,Alemanha,Stuttgart,viastore SOFTWARE GmbH,2018-11-13 13:42:59.537746,-,0,0,0.0
Software Engineer SLAM,"c++, slam, ros, gpu",,Alemanha,München,NavVis GmbH,2018-11-13 13:42:59.553369,-,0,0,0.0
Systems Support Engineer II,"sql, windows, server, iis",,NH,Greenland,PoliteMail Software,2018-11-13 13:42:59.553369,-,0,0,0.0
Software Engineer UI / Frontend,"angularjs, javascript, three.js, css, html",,Alemanha,München,NavVis GmbH,2018-11-13 13:42:59.553369,-,0,0,0.0
Senior C++  Software Engineer,"c++, boost, linux, opencv",,Alemanha,München,NavVis GmbH,2018-11-13 13:43:00.022086,-,0,0,0.0
Interaktionsdesigner till Sveriges största Business Design Studio,"design, user-experience, wireframe, communication, prototype",,Suécia,Stockholm,Acando,2018-11-13 13:43:00.022086,-,0,0,0.0
Frontend-utvecklare till Sveriges största Business Design Studio,"reactjs, javascript, html, css",,Suécia,Stockholm,Acando,2018-11-13 13:43:00.022086,-,0,0,0.0
Senior Java Engineer for Elasticsearch Distributed Systems Area,"elasticsearch, java, distributed-system, concurrency, asynchronous",Remote,,,Elastic,2018-11-13 13:43:00.022086,-,0,0,0.0
Teamleiter (m/w) Quality Assurance EVENTIM.Tixx,"qa, automated-tests, php, java, javascript",,Alemanha,Bremen,CTS EVENTIM,2018-11-13 13:43:00.022086,-,0,0,0.0
Software Developer Android (m/w),"android, rest, json, java, html5",Paid relocation,Alemanha,Bremen,CTS EVENTIM,2018-11-13 13:43:00.022086,-,0,0,0.0
Senior Frontend Engineer,"reactjs, agile, javascript",,Holanda,Rotterdam,VONQ,2018-11-13 13:43:00.022086,-,0,0,0.0
Cloud Engineer,"aws, docker, jenkins, terraform, go",Paid relocation,Italy,Milano,Empatica,2018-11-13 13:43:00.022086,-,0,0,0.0
Frontend Software Engineer with passion for UX/UI | biotech,"javascript, typescript, sass, css, angularjs",Paid relocation,Reino Unido,London,BenevolentAI,2018-11-13 13:43:00.022086,£,24,33,28.5
Senior Software Engineer,"c, c++, python, bash","Visa sponsor, Paid relocation",Ireland,Shannon,Jaguar Land Rover,2018-11-13 13:43:00.037712,-,0,0,0.0
Site Reliability Engineer,"python, java, linux, puppet, amazon-web-services, sysadmin","Visa sponsor, Paid relocation",Reino Unido,London,Yelp,2018-11-13 13:43:00.037712,-,0,0,0.0
Senior Backend Developer,"go, sql, rabbitmq, rest, json",,Suíça,Zürich,tutti.ch,2018-11-13 13:43:00.037712,-,0,0,0.0
full stack developer (JavaScript and Typescript),"javascript, typescript, node.js, react-native, mobx",,Holanda,Amsterdam,QWIC,2018-11-13 13:43:00.037712,-,0,0,0.0
Sr Software Developer - High Volume Decisioning,"machine-learning, algorithm, java",Visa sponsor,"Nova York, EUA",New York,Spotfront,2018-11-13 13:43:00.037712,-,0,0,0.0
Concepteur CRM/Responsable de projets,"java, oracle, plsql, jbpm, jboss",,França,Paris,SFR,2018-11-13 13:43:00.037712,€,16,22,19.0
Contract JavaScript Engineers (Node and/or React),"reactjs, node.js, javascript, tdd",On-site and limited remote,Reino Unido,London,Equal Experts,2018-11-13 13:43:00.037712,-,0,0,0.0
Trading Systems Engineer,"linux, python, networking, jvm, database","Visa sponsor, Paid relocation",Holanda,Amsterdam,IMC Trading,2018-11-13 13:43:00.037712,-,0,0,0.0
Senior Java Developer Backend (UI Team),"spring, boot, java","Visa sponsor, Paid relocation",Alemanha,Leipzig,ExB Research & Development GmbH,2018-11-13 13:43:00.037712,€,16,20,18.0
Technisch ICT Applicatiespecialist,"java, sql, javascript, soap, xml",,Holanda,Nijmegen,Radboudumc,2018-11-13 13:43:00.037712,-,0,0,0.0
Full Stack Development Intern,"c, python",,Alemanha,Munich,ProGlove Workaround GmbH,2018-11-13 13:43:00.053335,-,0,0,0.0
Data Warehouse Engineer (m/f) in Online Gaming,"etl, linux, pentaho, talend, hadoop, sysadmin","Visa sponsor, Paid relocation",Alemanha,Hamburg,Goodgame Studios,2018-11-13 13:43:00.053335,-,0,0,0.0
Principal Software Engineer - Transaction Handling,"java, spring-boot, postgresql","Visa sponsor, Paid relocation",Alemanha,Berlin,Zalando SE,2018-11-13 13:43:00.053335,-,0,0,0.0
Android developer (m/f),android,,Alemanha,Berlin,Zenjob,2018-11-13 13:43:00.053335,-,0,0,0.0
DevOps Engineer Automation journey to Robots in Retail,"grafana, ansible, workfusion, java, maven",,Suécia,Solna,ICA Gruppen,2018-11-13 13:43:00.053335,-,0,0,0.0
Linux Software Developer (m/f),"linux, python, c, c++, bash",Paid relocation,Alemanha,Berlin,relayr GmbH,2018-11-13 13:43:00.053335,-,0,0,0.0
Software Engineer,"java, cassandra, design",,"Nova Jersey, EUA",Mount Laurel,Comcast,2018-11-13 13:43:00.725164,-,0,0,0.0
Solution Architect - Insurance Company,"cloud, design, .net, sql-server, sql",,"ON, Canada",Kitchener,Manulife / John Hancock,2018-11-13 13:43:00.725164,C$,24,29,26.5
Intermediate Application Developer - Insurance Company,"reactjs, json, c#, html5, java",,"ON, Canada",Kitchener,Manulife / John Hancock,2018-11-13 13:43:00.725164,C$,16,22,19.0
Java Developer - Brighton,"html, css, java-8, hbase, spring",Paid relocation,Alemanha,Stuttgart,Brandwatch,2018-11-13 13:43:00.725164,-,0,0,0.0
React Entwickler in Köln (m/w),"reactjs, javascript, react-redux, react-native",,Alemanha,Köln,Ambient Innovation: GmbH,2018-11-13 13:43:00.725164,€,15,26,20.5
Lead Developer NodeJS with a Global Insurance Company,"node.js, javascript, sql-server, mongodb, nosql",,"ON, Canada",Toronto,Manulife / John Hancock,2018-11-13 13:43:00.725164,C$,19,24,21.5
Senior Fullstack Engineer (m/f),"reactjs, agile, java, ios, docker",,Alemanha,Berlin,Tamedia,2018-11-13 13:43:00.740788,-,0,0,0.0
Senior Software Engineer (Backend),"java-8, vcs, git, scala, microservices",,Spain,Madrid,Packlink,2018-11-13 13:43:00.740788,€,16,20,18.0
Senior Web Developer Frontend (m/w) E-Commerce in Cologne,"html, css, javascript, reactjs",,Alemanha,Köln,CHRONEXT Service Germany GmbH,2018-11-13 13:43:00.740788,-,0,0,0.0
Senior DevOps Engineer,"aws, terraform, ansible, docker",,Spain,Madrid,Packlink,2018-11-13 13:43:00.740788,€,12,17,14.5
Simulation Engineer (m/f),"c++, python, robot, robotics, simulation","Visa sponsor, Paid relocation",Alemanha,München,Magazino GmbH,2018-11-13 13:43:00.740788,€,16,18,17.0
Teamlead Navigation & Localization,"python, c++, ros, robot, slam",Paid relocation,Alemanha,München,Magazino GmbH,2018-11-13 13:43:00.740788,-,0,0,0.0
Front End - React Engineer - Bring your Energy to OVO!,"reactjs, javascript, css, angular",,Reino Unido,London,OVO Energy,2018-11-13 13:43:00.740788,-,0,0,0.0
NodeJS developer for fast-growing Blockchain + Cybersecurity startup,"node.js, javascript, python, linux, reactjs",,Reino Unido,London,Oraclize,2018-11-13 13:43:00.740788,-,0,0,0.0
Mobile Developer (m/f) - Video Player,"android, mobile, native",Paid relocation,Alemanha,München,ProSiebenSat.1 Media SE,2018-11-13 13:43:00.740788,€,17,26,21.5
Software Developer,"agile, java, python, git, nexus","Visa sponsor, Paid relocation",Holanda,Leiden,UL,2018-11-13 13:43:00.740788,-,0,0,0.0
Full Stack Developer,"spring, sql, java, linux, oracle","Visa sponsor, Paid relocation",Reino Unido,Hinxton,European Bioinformatics Institute (EMBL-EBI),2018-11-13 13:43:00.740788,-,0,0,0.0
SOFTWARE-INGENIEUR/IN FÜR TESTAUTOMATISIERUNG (80-100%),"c#, selenium, java, shell, agile",,Suíça,Zürich,bbv Software Services AG,2018-11-13 13:43:00.756412,-,0,0,0.0
"(Senior) Ruby On Rails Developer (m/f) in Munich, Bavaria, Germany","ruby-on-rails, ruby, reactjs, postgresql","Visa sponsor, Paid relocation",Alemanha,München,riskmethods,2018-11-13 13:43:00.756412,-,0,0,0.0
Senior Java Developer,"java, scrum, maven, github, spring","Visa sponsor, Paid relocation",Holanda,Leiden,UL,2018-11-13 13:43:00.756412,-,0,0,0.0
Garmin IQ Developer (m/f),"monkey-c, monkeyc, connect-iq, wearables, garmin",Remote,,,komoot,2018-11-13 13:43:00.756412,-,0,0,0.0
Bereichsleitung Hardwareentwicklung (w/m),"hardware, project-management",Paid relocation,Áustria,Feldkirch,Bachmann electronic GmbH,2018-11-13 13:43:00.756412,-,0,0,0.0
"Specialist 4, User Experience","user-interface, user-experience, design",,"Nova York, EUA",New York,Comcast,2018-11-13 13:43:00.756412,-,0,0,0.0
Senior Platform Delivery Engineer,"linux, go, python, kubernetes",,"Colorado, EUA",Denver,Comcast,2018-11-13 13:43:00.756412,-,0,0,0.0
"Senior Engineer, Jira & Agile Tool Expert","jira, agile, scrum",,"Pensilvânia, EUA",Philadelphia,Comcast,2018-11-13 13:43:00.756412,-,0,0,0.0
Software Engineer (Innovation),"agile, python, java, scala, go",,Reino Unido,London,Vodafone,2018-11-13 13:43:01.291619,-,0,0,0.0
Software Engineer3,"spring, nosql, spring-mvc",,"Massachusetts, EUA",Cambridge,Comcast,2018-11-13 13:43:01.291619,-,0,0,0.0
VIPER Software Engineering Intern,"c, networking, c++",,"Colorado, EUA",Denver,Comcast VIPER,2018-11-13 13:43:01.291619,-,0,0,0.0
Mid-Level Ruby Developer,"sinatra, grape, rails",,Reino Unido,London,Perfect Ward,2018-11-13 13:43:01.291619,£,16,21,18.5
PHP Developer (m/f) for renowned Open Source project (FOSS),"php, oop, mysql",,Alemanha,Hamburg,LimeSurvey GmbH,2018-11-13 13:43:01.291619,-,0,0,0.0
Scala Back-End Developer - let's disrupt the World of Legal,"scala, scala-cats, monix, playframework, agile",,Reino Unido,London,Nakhoda,2018-11-13 13:43:01.291619,£,24,46,35.0
Student/in für eine Bachelor-/Masterarbeit im Bereich Webentwicklung in Jena,"php, mysql, javascript, html, java-ee",,Alemanha,Jena,dotSource GmbH,2018-11-13 13:43:01.291619,-,0,0,0.0
Web developer (Drupal / PHP),"php, symfony2, reactjs","On-site and limited remote, Paid relocation",Reino Unido,High Wycombe,Focusrite Audio Engineering Ltd.,2018-11-13 13:43:01.307242,-,0,0,0.0
React Native Developer (Remote),"react-native, reactjs, javascript, ios, android",Remote,,,X-Team,2018-11-13 13:43:01.307242,-,0,0,0.0
Senior Front End Developer,"reactjs, javascript, node.js, html, angular",,Reino Unido,London,Vodafone,2018-11-13 13:43:01.307242,-,0,0,0.0
Software-Entwickler Java (m/w),"java, java-ee",,Alemanha,Planegg,Zentrum für Humangenetik und Laboratoriumsdiagnostik (MVZ),2018-11-13 13:43:01.307242,-,0,0,0.0
Software Engineer (HTML5 / NodeJS / React / React Native),"reactjs, node.js, oop",,Hong Kong,Hong Kong Island,GoAnimate,2018-11-13 13:43:01.307242,-,0,0,0.0
Student/in für eine Bachelor-/Masterarbeit im Bereich KI in Jena,"javascript, php, css, java, python",,Alemanha,Jena,dotSource GmbH,2018-11-13 13:43:01.307242,-,0,0,0.0
Softwareentwickler (m/w) Java - SAP Hybris,"java, agile, spring, hybris, git",,Alemanha,Büdelsdorf,freenet Group,2018-11-13 13:43:01.307242,-,0,0,0.0
Software-Architect (m/w) Java,"javascript, kotlin, java, spring-boot, eclipse",,Alemanha,Köln,GreenPocket GmbH,2018-11-13 13:43:01.307242,-,0,0,0.0
Junior Developer ,"c#, .net, sql",,Reino Unido,Stoke-on-Trent,Hays Specialist Recruitment Ltd,2018-11-13 13:43:01.307242,-,0,0,0.0
Softwareentwickler (w/m) Java - Software Development,"java, sql, vba, scala, pentaho-data-integration",On-site and limited remote,Alemanha,Hamburg,zeb.it,2018-11-13 13:43:01.307242,€,14,29,21.5
Technical Manager,"reactjs, react-native, javascript, ecmascript-6, node.js",,,Singapore,iHealth (Singapore) Labs Pte. Ltd.,2018-11-13 13:43:01.307242,-,0,0,0.0
JUNIOR SOFTWARE DEVELOPER (w/m),"javascript, java",,Alemanha,Herzogenrath,AIXTRON SE,2018-11-13 13:43:01.322866,-,0,0,0.0
"Backend Developer Java/Kotlin at New Data Platform (work w/ Barclays, Costa etc)","java, kotlin, docker",On-site and limited remote,Reino Unido,London,Flux | @tryflux,2018-11-13 13:43:01.322866,£,20,25,22.5
SOFTWARE ENGINEER PLC (W/M),"c#, jscript, restructuredtext",,Alemanha,Herzogenrath,AIXTRON SE,2018-11-13 13:43:01.322866,-,0,0,0.0
Software Entwickler Java (w/m) für innovatives Powermanagement Unternehmen,"java, javascript, continuous-integration, jenkins, eclipse",,Áustria,Feldkirch,Bachmann electronic GmbH,2018-11-13 13:43:01.322866,-,0,0,0.0
Software Engineer C/C++ für Systemsoftware & Kommunikation,"linux, c++, c, vxworks, continuous-integration",Paid relocation,Áustria,Feldkirch,Bachmann electronic GmbH,2018-11-13 13:43:01.322866,-,0,0,0.0
Produkt Manager Steuerungssysteme / Signalgruppen (w/m),"electronics, automation, customer, development-environment",Paid relocation,Áustria,Feldkirch,Bachmann electronic GmbH,2018-11-13 13:43:01.322866,-,0,0,0.0
Product Manager Grid & Power Systems (w/m),"grid, product, concept, communication",Paid relocation,Áustria,Feldkirch,Bachmann electronic GmbH,2018-11-13 13:43:01.322866,-,0,0,0.0
Senior DevOps Engineer Cloud/On premise (m/w),"cloud, linux, java, amazon-web-services, oracle",,Alemanha,München,Swiss Life Deutschland,2018-11-13 13:43:01.791585,-,0,0,0.0
Frontend Developer (m/f),"javascript, css, html",,Alemanha,Hamburg,PhraseApp,2018-11-13 13:43:01.791585,-,0,0,0.0
Senior Golang Software Engineer,"golang, c, reactjs, security, performance",Paid relocation,"Arizona, EUA",Scottsdale,Modulus,2018-11-13 13:43:01.791585,$,55,79,67.0
Software Tester,"scrum, agile, automated-tests, testing, tmap",,Holanda,Oss,Fysicon,2018-11-13 13:43:01.791585,-,0,0,0.0
(Senior) Software-Entwickler (m/w) C++ / C# für Versicherungssysteme,"c#, c++, .net, jenkins, git",,Alemanha,München,Swiss Life Deutschland,2018-11-13 13:43:01.807209,-,0,0,0.0
(Senior) Software-Entwickler (m/w) Java / C++,"c++, java, xml, sql, eclipse",,Alemanha,München,Swiss Life Deutschland,2018-11-13 13:43:01.807209,-,0,0,0.0
Software Refactoring Architect (m/w) C / C++,"c++, c, linux, windows",,Alemanha,München,Swiss Life Deutschland,2018-11-13 13:43:01.807209,-,0,0,0.0
Backend Developer (f/m),"python, elasticsearch, rest",Visa sponsor,Alemanha,Berlin,Retresco GmbH,2018-11-13 13:43:01.807209,€,17,24,20.5
Senior Techical Architect,"architecture, cloud, java, c#",,,Singapore,McLaren Applied Technologies,2018-11-13 13:43:01.807209,-,0,0,0.0
Senior Android Software Engineer,"android, java, mobile, kotlin, architecture","Visa sponsor, Paid relocation",Hong Kong,Kowloon,Lalamove,2018-11-13 13:43:01.807209,$,14,29,21.5
Software Engineering Team Lead - Driver Applications,"agile, ios, android","Visa sponsor, Paid relocation",Hong Kong,Kowloon,Lalamove,2018-11-13 13:43:01.807209,$,17,34,25.5
Software Quality Engineer/ QA-Specialist  (w/m/d),"python, amazon-web-services",,Alemanha,Frankfurt,DENIC eG,2018-11-13 13:43:01.807209,-,0,0,0.0
Systemadministrator (m/w/d),,,Alemanha,Frankfurt,DENIC eG,2018-11-13 13:43:01.807209,-,0,0,0.0
Simulation Developer,"c++, 3d, simulation",,Israel,Lod,"3DSystems, Medical Simulation",2018-11-13 13:43:01.807209,-,0,0,0.0
SharePoint Developer,sharepoint,Paid relocation,Reino Unido,City of London,Hays London City Cheapside,2018-11-13 13:43:01.822832,-,0,0,0.0
Senior Full-Stack Engineer for a real estate web/mobile app,"javascript, node.js, reactjs, react-native, serverless-framework",,Alemanha,Freiburg im Breisgau,Allthings,2018-11-13 13:43:01.822832,€,19,26,22.5
Senior front end developer - AI,"reactjs, javascript, node.js",,Reino Unido,Oxford,DiffBlue,2018-11-13 13:43:01.822832,-,0,0,0.0
Senior Scrum Master/Agile Coach (m/f),"agile, scrum",,Polen,Wrocław,Viessmann Group,2018-11-13 13:43:01.822832,-,0,0,0.0
Systemingenieur (m/f),"cad, nx",,Alemanha,Allendorf (Eder),Viessmann Group,2018-11-13 13:43:01.822832,-,0,0,0.0
UI Developer,"html5, css3, less, sass, javascript, sysadmin",,Reino Unido,London,Immediate Media,2018-11-13 13:43:01.822832,-,0,0,0.0
Hiring Full stack java developers for permanent role in Melbourne,"java, agile, java-ee, angular, angularjs",,Australia,Melbourne,Hays plc,2018-11-13 13:43:01.822832,-,0,0,0.0
.NET Developer,".net, c#, asp.net, sql",Paid relocation,Polônia,Gdańsk,EPAM Systems,2018-11-13 13:43:01.822832,-,0,0,0.0
Java Engineer who likes enormous amounts of data,"java, machine-learning, hadoop","Visa sponsor, Paid relocation",Bélgica,Ghent,TomTom,2018-11-13 13:43:01.822832,-,0,0,0.0
Frontend Developer - Vue.js,"vue.js, css, html5",,Greece,Athens,Stoiximan.gr,2018-11-13 13:43:01.822832,-,0,0,0.0
Software Engineer for Continuous Integration and Deployment,"continuous-integration, continuous-deployment, groovy, python, java",Paid relocation,Alemanha,München,Pixida GmbH,2018-11-13 13:43:01.822832,-,0,0,0.0
Data Programmer / Analyst,"sql, python, java, plsql, perl",Paid relocation,"Califórnia, EUA",Irvine,TGS,2018-11-12 13:43:02.338670,-,0,0,0.0
Java /Angular Entwickler (w/m) für eine Spezial-Software,"java, angularjs, html, css, mysql",,Alemanha,Leipzig,Quarton International AG,2018-11-13 13:43:02.338670,-,0,0,0.0
Mid / Senior Software Engineer,"javascript, java, amazon-web-services, continuous-integration, bigdata",Paid relocation,Alemanha,München,Pixida GmbH,2018-11-13 13:43:02.338670,-,0,0,0.0
Masterarbeit im Bereich Informatik/Softwareentwicklung,"java, javascript, java-ee",Remote,,,Senacor Technologies AG,2018-11-13 13:43:02.338670,-,0,0,0.0
Software Architect,"python, node.js, ecmascript-6, amazon-web-services, google-cloud-platform",Visa sponsor,Malaysia,Kuala Lumpur,iMoney Group,2018-11-13 13:43:02.338670,$,14,19,16.5
SOFTWARE ENGINEER HIGHTECH,"c++, qt, design","Visa sponsor, Paid relocation",Holanda,Eindhoven,ICT Group,2018-11-13 13:43:02.338670,-,0,0,0.0
Javascript Developer - alert('apply now');,"javascript, node.js, reactjs, typescript, redux","Visa sponsor, Paid relocation",Thailand,Bangkok,Oozou,2018-11-13 13:43:02.338670,$,11,19,15.0
Software Developer,"python, postgresql, prolog, scrum, tdd",,Holanda,Oosterhout,Easyflex Software B.V.,2018-11-13 13:43:02.338670,-,0,0,0.0
Medior Python Developer (Backend),"python, saas, google-cloud-platform",,Holanda,Houten,Energyworx,2018-11-13 13:43:02.354293,€,12,19,15.5
JavaScript developer working on a global sports platform,"reactjs, javascript, node.js",,Australia,Zetland,Fantasy Sports Global,2018-11-13 13:43:02.354293,-,0,0,0.0
"Senior Developer (C#, MVC, AWS, CI / CD) in Auckland, New Zealand","amazon-web-services, model-view-controller, c#, .net, asp.net-mvc",,New Zealand,Auckland,Hays plc,2018-11-13 13:43:02.354293,-,0,0,0.0
"Lead .NET Core Engineer - Auckland, New Zealand",".net, c#, asp.net-core, .net-core, asp.net",,New Zealand,Auckland,Hays plc,2018-11-13 13:43:02.354293,-,0,0,0.0
"Senior .NET Core Developer in Auckland, New Zealand (Permanent or Contract)",".net, c#, .net-core, asp.net-core, asp.net",,New Zealand,Auckland,Hays plc,2018-11-13 13:43:02.354293,-,0,0,0.0
Senior JavaScript Engineer,"web-services, javascript, reactjs, node.js",,Australia,Sydney,Lux Group,2018-11-13 13:43:02.354293,A$,27,35,31.0
Data Engineer,"spark, presto, hive, kubernetes, kafka",,Brazil,State of São Paulo,TFG Co.,2018-11-13 13:43:02.354293,-,0,0,0.0
Senior Java Back End Developer,"spring, java, spring-mvc, java-ee",Remote,,,Wallethub,2018-11-12 13:43:02.354293,-,0,0,0.0
Automation Quality Assurance Engineer,"selenium, java, automation, automated-tests, testing",Remote,,,Wallethub,2018-11-12 13:43:02.354293,-,0,0,0.0
Senior C#/Angular Engineer,"angularjs, .net, c#, .net-core, javascript",Paid relocation,"Flórida, EUA",Saint Petersburg,Presence,2018-11-12 13:43:02.354293,$,28,38,33.0
Experienced C# Developer Who Is Ready to Take the Lead,"c#, ssms-2017, javascript, reactjs, git",Remote,"Indiana, EUA",Batesville,ClearPoint Federal Bank & Trust,2018-11-12 13:43:02.354293,$,28,35,31.5
Senior Software Engineer with Global Insurance Company,"java, javascript, c#, html5, react-relay",On-site and limited remote,"ON, Canada",Kitchener,Manulife / John Hancock,2018-11-12 13:43:02.369916,C$,20,28,24.0
Senior Golang Developer,"amazon-web-services, java, automation, go, ansible",,Australia,Sydney,S2P Project Professionals,2018-11-12 13:43:02.369916,A$,29,42,35.5
Sr. QA Engineer,"qa, python, testing, bash, continuous-integration",,"Califórnia, EUA",San Francisco,Corelight,2018-11-12 13:43:02.369916,-,0,0,0.0
Sr Demandware/Salesforce Commerce Architect,"demandware, salesforce, javascript",Remote,"Texas, EUA",Allen,PFSweb,2018-11-12 13:43:02.369916,$,40,56,48.0
Senior Full Stack Engineer,"javascript, php, go, vue.js, reactjs",,Australia,Ultimo,Deputy,2018-11-12 13:43:02.369916,A$,20,41,30.5
Software Engineer (Back End),"back-end, java",,Suécia,Stockholm,Volvo Car Corporation(Prd),2018-11-12 13:43:02.369916,-,0,0,0.0
"Software Engineer, Lead -Test Automation& Performance","java, python, sql",,"Nova Jersey, EUA",Jersey City,JP Morgan Chase,2018-11-12 13:43:02.838636,-,0,0,0.0
Full Stack Web Developer,"python, spring, java, yui, hibernate",Paid relocation,"Califórnia, EUA",Irvine,TGS,2018-11-12 13:43:02.838636,-,0,0,0.0
Tooling & Data Visualization Engineer,"d3.js, python, javascript",Paid relocation,"Califórnia, EUA",Irvine,TGS,2018-11-12 13:43:02.838636,-,0,0,0.0
