title,tags,perks,country,location,company,posted,moeda_original,salary_min,salary_max,salary_mean
Technical Program Manager,"scrum, agile",,"ON, Canada",Toronto,Kindred AI,2018-11-15 12:42:44.056522,C$,21,27,24.0
Platform Engineer,"node.js, amazon-web-services, terraform, docker, kubernetes",Remote,,,Articulate Inc.,2018-11-15 12:42:44.058503,-,0,0,0.0
Fullstack Web Developer at Esports Tech Startup,"c#, asp.net, angularjs, javascript, .net",Visa sponsor,Suécia,Stockholm,Challengermode,2018-11-15 12:42:44.059503,SEK,14,22,18.0
Front to back Developer,"c#, .net, javascript, node.js",,"Nova York, EUA",New York,Compliance Solutions Strategies,2018-11-15 12:42:44.061502,-,0,0,0.0
Senior Java Developer,"java, spring, java-ee, rest, springboot",,Alemanha,München,Celonis SE,2018-11-15 12:42:44.063500,-,0,0,0.0
Front End Developer,"javascript, reactjs, angular, node.js, vue.js",,"Nova York, EUA",New York,Boyle Software,2018-11-15 12:42:44.064499,$,28,38,33.0
Sr. Full Stack Software Development Engineer,"java, spring, user-interface, jira, jenkins",Paid relocation,"Nova Jersey, EUA",Franklin Lakes,Velocity Resource Group,2018-11-15 12:42:44.066498,-,0,0,0.0
Laravel and VueJS development team leader,"laravel, php, javascript, html5, vue.js",Remote,,,Curotec,2018-11-15 12:42:44.067498,-,0,0,0.0
Sr. Java Engineer,"java, cassandra",Paid relocation,"Georgia, EUA",Atlanta,Grid Dynamics,2018-11-15 12:42:44.069496,-,0,0,0.0
Front-end/Full Stack Javascript/React Developer,"reactjs, javascript, node.js, graphql, angular",,"Massachusetts, EUA",Boston,Pulsify Inc,2018-11-15 12:42:44.070496,$,28,40,34.0
"C++ Entwickler (Junior, Senior) Windows/Linux Desktop","c++, boost, sql, wxwidgets",,Alemanha,Erlangen,IZT GmbH,2018-11-15 12:42:44.072495,-,0,0,0.0
Fullstack Developer (f/m),"java, spring, amazon-web-services, microservices, docker",,Polônia,Kraków,zooplus AG,2018-11-15 12:42:44.073494,-,0,0,0.0
Senior Frontend Developer (m/f),"html5, css3, twitter-bootstrap, javascript, compass",,Áustria,Fuschl am See,zooom productions gmbh,2018-11-15 12:42:44.075493,-,0,0,0.0
Senior Java Developer,"spring, java, spring-mvc, akka, java-ee","Visa sponsor, Paid relocation",Holanda,Amsterdam,Quby,2018-11-15 12:42:44.076493,€,17,26,21.5
Frontend Developer,"javascript, css, html, reactjs, redux","Visa sponsor, Paid relocation",Holanda,Amsterdam,Quby,2018-11-15 12:42:44.078492,€,17,26,21.5
".Net Developer: £35,000 - £45,000",".net, c#, entity-framework-6, rest",,Reino Unido,London,Dam Digital Limited,2018-11-15 12:42:44.080490,£,14,19,16.5
Senior Android Developer,"android, kotlin, rxjava, gradle, mobile","Visa sponsor, Paid relocation",Alemanha,Berlin,Blinkist,2018-11-15 12:42:44.081490,-,0,0,0.0
Big Data Engineer,"scala, java, amazon-web-services, bigdata",,"Washington, EUA",Washington,Bloomberg BNA,2018-11-15 12:42:44.083488,$,42,57,49.5
(Senior) Software Engineer (m/f/d) - Ruby on Rails,"react, ruby, ruby-on-rails, elasticsearch, docker","Visa sponsor, Paid relocation",Alemanha,Munich,XING SE,2018-11-15 12:42:44.084488,€,17,28,22.5
Data Architect,"java, etl, user-experience, hadoop, python",,"Washington, EUA",Washington,Bloomberg BNA,2018-11-15 12:42:44.086487,-,0,0,0.0
Data Engineer,"java, bigdata, amazon-web-services, scala, apache-spark",Visa sponsor,"Virgínia, EUA",Arlington,Bloomberg BNA,2018-11-15 12:42:44.087486,$,40,57,48.5
Full-Stack .NET Developer,"c#, asp.net, angular, angularjs, machine-learning",,"Texas, EUA",Magnolia,ThoughtTrace,2018-11-15 12:42:44.089485,-,0,0,0.0
.NET Developer,".net, reactjs, angularjs, javascript",,"Virgínia, EUA",Arlington,Bloomberg BNA,2018-11-15 12:42:44.090741,$,42,51,46.5
Chef de projet confirmé (h/f) - Support technique et Exploitabilité,moa,,França,Paris,SFR,2018-11-15 12:42:44.090741,-,0,0,0.0
Software Engineer (Android / iOS),"ios, android, mobile, multithreading, push-notification",,"Nova York, EUA",New York,Gravity Technologies,2018-11-15 12:42:44.094626,$,37,76,56.5
Senior Data Scientist,"r, machine-learning, python, deep-learning, bigdata",Paid relocation,Suécia,Stockholm,Sandvik Machining Solutions AB,2018-11-15 12:42:44.572363,€,16,24,20.0
Software Engineer (Backend),"go, ruby, ruby-on-rails, redis, postgresql",,"Nova York, EUA",New York,Gravity Technologies,2018-11-15 12:42:44.572363,$,37,76,56.5
"Software Engineer - VBA, Excel, Python","java, python, sql",,"Nova Jersey, EUA",Jersey City,JP Morgan Chase,2018-11-15 12:42:44.572363,-,0,0,0.0
"Platform Services, Senior Technical Solutions Engineer","java, python, sql",,Reino Unido,Glasgow,JP Morgan Chase,2018-11-15 12:42:44.572363,-,0,0,0.0
Software Developer,"java, sql, project-management, oracle-ebs",Paid relocation,"Wisconsin, EUA",Green Bay,Schreiber Foods,2018-11-15 12:42:44.572363,-,0,0,0.0
"Full Stack Software Developer (Node JS, React) - Digital Factory","reactjs, javascript, css",,"ON, Canada",Toronto,Scotiabank,2018-11-15 12:42:44.572363,-,0,0,0.0
"Senior Full Stack Developer (Java, Angular, Cloud) (m/f)","java, angular, cloud, aws, docker",,Alemanha,München,Celonis SE,2018-11-15 12:42:44.572363,-,0,0,0.0
Sr. UI Engineer,"reactjs, javascript, css",,"Califórnia, EUA",San Jose,"Tenable, Inc.",2018-11-15 12:42:44.587987,-,0,0,0.0
Technical Producer,"project-management, javascript",,United Arab Emirates,Dubai,Prototype Interactive,2018-11-15 12:42:44.587987,-,0,0,0.0
Full Stack Developer,"xcode, android-studio, objective-c, unity3d, c#",Paid relocation,Alemanha,Hamburg,Whow Games GmbH,2018-11-15 12:42:44.587987,-,0,0,0.0
Frontend Developer (m/w) (Remote),"reactjs, javascript, sass",Remote,Alemanha,Hamburg,HAUSGOLD - talocasa GmbH,2018-11-15 12:42:44.587987,-,0,0,0.0
Concepteur et Développeur WEB confirmé (h/f),"java, sql, tomcat",,França,Saint-Denis,SFR,2018-11-15 12:42:44.587987,-,0,0,0.0
(Full-Stack) Web-Developer (w/m),"reactjs, javascript, css, html, node.js",,Alemanha,München,Jochen Schweizer mydays Holding GmbH,2018-11-15 12:42:44.587987,-,0,0,0.0
Fullstack Developer IoT Platform (m/w),"reactjs, web-services, python",,Alemanha,Berlin,Hays plc,2018-11-15 12:42:44.587987,-,0,0,0.0
Software Architect - Consumer Platform,"amazon-web-services, node.js, ruby, hadoop, c#",Paid relocation,"Georgia, EUA",Norcross,careerbuilder,2018-11-15 12:42:44.587987,-,0,0,0.0
Senior Software Engineer - Scala (f/m/d),"scala, akka, playframework, cassandra","Visa sponsor, Paid relocation",Alemanha,Berlin,Delivery Hero SE,2018-11-15 12:42:44.587987,-,0,0,0.0
Senior Software Engineer  Node.JS,"reactjs, agile, oop, node.js",Paid relocation,Reino Unido,London,comparethemarket.com,2018-11-15 12:42:44.587987,-,0,0,0.0
Senior Java Back End Software Engineer,"java, java-ee, ruby",Visa sponsor,Reino Unido,London,AlphaSights,2018-11-15 12:42:44.603593,-,0,0,0.0
Cloud Platform Engineer (m/f/d),"cloud, amazon-web-services, terraform",,Alemanha,Berlin,Acrolinx,2018-11-15 12:42:44.603593,-,0,0,0.0
Full Stack Software Engineer,"scrum, javascript, angularjs",,MN,Minneapolis,Blackbaud,2018-11-15 11:42:44.603593,-,0,0,0.0
Senior/Lead Java Developer,"java, java-ee, angular, ajax, plsql",,"ON, Canada",Toronto,Intact,2018-11-15 11:42:44.603593,-,0,0,0.0
iOS Developer (m/f) wanted for leading e-hailing app in Europe (Berlin),"ios, objective-c, android, software-design, scrum","Visa sponsor, Paid relocation",Alemanha,Berlin,mytaxi (Intelligent Apps GmbH),2018-11-15 11:42:44.603593,-,0,0,0.0
UX Designer,"ux, user-experience, graphic-design, adobe-illustrator, photoshop",Remote,,,Bilbayt,2018-11-15 11:42:44.603593,-,0,0,0.0
Senior Python Developer - Help us answer unanswerable questions!,"python, postgresql, django, git",,Polônia,Warsaw,YouGov,2018-11-15 11:42:44.603593,zł,12,16,14.0
Senior/Principal Software Engineers -  (Front End),"python, flask, amazon-web-services",,"Massachusetts, EUA",Boston,Kyruus,2018-11-15 11:42:44.603593,$,34,51,42.5
Full-Stack Engineer at a Blockchain Startup with Huge Growth Opportunities,"react, go, postgresql, node, solidity",Paid relocation,"Califórnia, EUA",Santa Monica,"CoinCircle, Inc.",2018-11-15 11:42:45.141592,$,23,48,35.5
Senior Software Engineer - C#,"c#, agile, tdd, architecture",,,Singapore,McLaren Applied Technologies,2018-11-15 11:42:45.141592,-,0,0,0.0
Engineering Manager,"design, ruby, rails, native, next.js","On-site and limited remote, Paid relocation","Nova York, EUA",New York,Common Living Inc.,2018-11-15 11:42:45.141592,-,0,0,0.0
Frontend Developer - Product,"javascript, node.js, css, ios, html5",Visa sponsor,"Nova York, EUA",New York,Showtime Networks,2018-11-15 11:42:45.141592,-,0,0,0.0
Software Engineer - Platform Organization,"database, testing",,"ON, Canada",Toronto,Scotiabank,2018-11-15 11:42:45.157215,-,0,0,0.0
Engineer - DevOps Birmingham,"reactjs, node.js, amazon-web-services, microservices, go, sysadmin",,Reino Unido,Birmingham,The Economist,2018-11-15 11:42:45.157215,-,0,0,0.0
Software Engineer,"reactjs, java, javascript, python, go",,"Pensilvânia, EUA",Philadelphia,Vistar Media,2018-11-15 11:42:45.157215,-,0,0,0.0
Java Software Engineer digitale Schadenabwicklung,"reactjs, git, rest, maven, jpa",,Suíça,Winterthur,AXA Schweiz,2018-11-15 11:42:45.157215,-,0,0,0.0
Informationsarchitekt/in Analytics,"hadoop, data-warehouse, analytics, business-intelligence, hive",,Suíça,Winterthur,AXA Schweiz,2018-11-15 11:42:45.157215,-,0,0,0.0
Hands-on Frontend-Engineer Digital Experience,"javascript, reactjs, angular, html, node.js",,Suíça,Winterthur,AXA Schweiz,2018-11-15 11:42:45.157215,-,0,0,0.0
Software Engineers wanted for our Innovation Centre: cool tech & business impact,"javascript, python, docker, node.js, mongodb",,Ireland,Dublin,Oliver Wyman Labs,2018-11-15 11:42:45.157215,-,0,0,0.0
Senior PHP Developer,"laravel, symfony, php",Paid relocation,Italy,Milano,MotorK,2018-11-15 11:42:45.157215,-,0,0,0.0
Senior Software Entwickler / Software Architekt (w/m),"c++, android, ios",,Alemanha,Backnang,d&b audiotechnik GmbH,2018-11-15 11:42:45.157215,-,0,0,0.0
PHP Developer für e-Commerce,"php, mysql, design",,Alemanha,München,mediawave internet solutions GmbH,2018-11-15 11:42:45.157215,-,0,0,0.0
Senior Software Engineer - Java,"java, spring, agile, real-time-data, mongodb",Paid relocation,Reino Unido,London,McLaren Applied Technologies,2018-11-15 11:42:45.157215,-,0,0,0.0
Frontend Web Developer - Cognitive Applications,"cloud, javascript, java",,Slovakia,Bratislava,IBM,2018-11-15 11:42:45.172839,-,0,0,0.0
Office IT and System Administrator (M/F),"linux, windows, macos, sysadmin","Visa sponsor, Paid relocation",Alemanha,Munich,Payworks GmbH,2018-11-15 10:42:45.172839,-,0,0,0.0
Backend Web Developer - Cognitive Applications,"cloud, javascript, java, backend",,Slovakia,Bratislava,IBM,2018-11-15 10:42:45.172839,-,0,0,0.0
FULL-STACK WEB DEVELOPER (M/W),"elixir, elm, angularjs, rest, javascript","On-site and limited remote, Paid relocation",Alemanha,Köln,grandcentrix GmbH,2018-11-15 10:42:45.172839,-,0,0,0.0
"Java Developer, Test Automation","java, automation, qa",,"ON, Canada",Toronto,Scotiabank,2018-11-15 10:42:45.172839,-,0,0,0.0
Senior Java-Entwickler SAP Hybris (m/w),"hybris, java, groovy, spring",,Alemanha,Wiesbaden,SCHUFA Holding AG,2018-11-15 10:42:45.172839,-,0,0,0.0
Software Engineer Information Dialogue,"agile, c#, node.js, xamarin",,Holanda,Den Haag,Centraal bureau voor de statistiek,2018-11-15 10:42:45.172839,€,11,21,16.0
Intern/Working student iOS Developer (m/f),"ios, objective-c, swift",,Alemanha,Berlin,Zenjob,2018-11-15 10:42:45.172839,-,0,0,0.0
Sr Ruby on Rails Engineer,"project-management, continuous-integration, ruby-on-rails",Remote,,,whitespectre,2018-11-15 10:42:45.172839,-,0,0,0.0
Java Developer (m/f),"java, spring, java-ee, struts, hibernate",,Alemanha,Köln,denkwerk,2018-11-15 10:42:45.172839,-,0,0,0.0
Senior Android Developer,"android, java, mobile",,"Pensilvânia, EUA",Philadelphia,Comcast,2018-11-15 08:42:45.748269,-,0,0,0.0
Software Engineer,"ruby, ruby-on-rails, javascript, elixir, typescript",,Alemanha,Düsseldorf,InVision AG,2018-11-15 10:42:45.748269,€,16,24,20.0
Backend Developer,"ruby, ruby-on-rails, elixir, python, c++",,Alemanha,Leipzig,InVision AG,2018-11-15 10:42:45.748269,€,16,24,20.0
Senior software developer,"java, python, amazon-web-services, serverless-framework, tdd",,Israel,Tel Aviv-Yafo,Amenity Analytics Ltd.,2018-11-15 10:42:45.748269,-,0,0,0.0
Software architect,"java, python, amazon-web-services, tdd, serverless-framework",,Israel,Tel Aviv-Yafo,Amenity Analytics Ltd.,2018-11-15 09:42:45.763892,-,0,0,0.0
IT-Entwickler/IT-Entwicklerin in Vollzeit,"c#, asp.net, html, css, javascript",,Alemanha,München,Maiwald Patentanwalts- und Rechtsanwalts GmbH,2018-11-15 09:42:45.763892,-,0,0,0.0
Lead front-end engineer,"reactjs, user-interface, javascript, node.js, graphql",Remote,,,Sterblue,2018-11-15 09:42:45.763892,-,0,0,0.0
JavaScript Web Developer (m/f),"javascript, css, html5, typescript, user-interface",,Austria,Wien,Semantic Web Company,2018-11-15 09:42:45.763892,€,12,18,15.0
UI Tech Lead - Kibana Elasticsearch,"elasticsearch, javascript, reactjs, node.js, kibana",Remote,,,Elastic,2018-11-15 09:42:45.763892,-,0,0,0.0
Software Engineer - Java,"java, python, sql",,Reino Unido,Glasgow,JP Morgan Chase,2018-11-15 09:42:45.763892,-,0,0,0.0
Data Engineer,"apache-spark, scala, amazon-redshift, google-bigquery, data-science",,Reino Unido,London,Red Ventures Limited,2018-11-15 09:42:45.763892,-,0,0,0.0
Software Engineer,"java, agile, javascript, css3, angularjs",,Suécia,Sundbyberg,Swedbank AB,2018-11-15 09:42:45.763892,-,0,0,0.0
Softwareentwickler (m/w/d) Embedded DSP,"c, embedded, python, signal-processing, automated-tests",Remote,Alemanha,Planegg,Müller-BBM Active Sound Technology GmbH,2018-11-15 09:42:45.763892,-,0,0,0.0
Front End Engineer,"reactjs, javascript, frontend, redux, micro-frontend","Visa sponsor, Paid relocation",Reino Unido,London,DAZN,2018-11-15 09:42:45.763892,-,0,0,0.0
Developer Experience Engineer,"aws-lambda, node.js, serverless, devops","Visa sponsor, Paid relocation",Reino Unido,London,DAZN,2018-11-15 09:42:45.763892,-,0,0,0.0
DevOps Engineer (w/m),"cloud, linux, continuous-integration, containers, continuous-delivery",,Alemanha,Köln,Dembach Goo Informatik GmbH & Co. KG,2018-11-15 09:42:45.779516,€,17,29,23.0
Software-Engineer (m/w) Java/Scala,"java, javascript, scala, sql, cloud",,Alemanha,Stuttgart,Breuninger GmbH & Co.,2018-11-15 09:42:45.779516,-,0,0,0.0
Software-Engineer (m/w),"java, scala, html5, css3, scrum",,Alemanha,Stuttgart,Breuninger GmbH & Co.,2018-11-15 09:42:45.779516,-,0,0,0.0
Chapter Lead (m/w) Data Engineering Standort Stuttgart,"hadoop, apache-beam, google-bigquery, data-science, python",,Alemanha,Stuttgart,Breuninger GmbH & Co.,2018-11-15 09:42:45.779516,-,0,0,0.0
Java Developer eCommerce - Backend Services (m/w),"java, hibernate, oracle, postgresql, talend",Paid relocation,Alemanha,Hirschau,Conrad Electronic SE,2018-11-15 09:42:45.779516,-,0,0,0.0
Cloud Engineer,"amazon-web-services, automation, terraform, continuous-integration, docker",,Reino Unido,London,Red Ventures Limited,2018-11-15 09:42:45.779516,-,0,0,0.0
(Junior) Softwareentwickler Frontend (m/w),"javascript, java, angularjs, jquery, html5",Paid relocation,Alemanha,Frankfurt am Main,NTT DATA Deutschland GmbH,2018-11-15 09:42:45.779516,-,0,0,0.0
Senior / Lead Engineer (m/w) Cloud Services,"java, docker, kubernetes, linux, go",Paid relocation,Alemanha,München,NTT DATA Deutschland GmbH,2018-11-15 09:42:45.779516,-,0,0,0.0
.NET web developer,"javascript, .net, c#, asp.net",,Holanda,Zeist,Achmea,2018-11-15 08:42:45.779516,-,0,0,0.0
(Senior) Software Engineer/Developer - Java - FinTech,"java, spring, rest, mysql",Paid relocation,Alemanha,Hamburg,Deposit Solutions GmbH,2018-11-15 08:42:45.779516,-,0,0,0.0
Frontend Team Lead,"javascript, frontend, reactjs, angularjs, python",Paid relocation,Reino Unido,London,Tessian,2018-11-15 08:42:46.279482,£,12,31,21.5
"Senior Android Engineer, Digital Home","ios, android, objective-c, java",,"Pensilvânia, EUA",Philadelphia,Comcast,2018-11-15 08:42:46.279482,-,0,0,0.0
"Eng 4, Software Dev & Engineering","web-services, design",,"Pensilvânia, EUA",West Chester,Comcast,2018-11-15 08:42:46.279482,-,0,0,0.0
Mobile Developer,"ios, android, objective-c",,"Pensilvânia, EUA",Philadelphia,Comcast,2018-11-15 08:42:46.279482,-,0,0,0.0
Senior Mobile Architect,"web-services, clojure, oop",,"Pensilvânia, EUA",Philadelphia,Comcast,2018-11-15 08:42:46.279482,-,0,0,0.0
"Eng 3, Software Dev & Engineering (SDET)","automation, testing, automated-tests",,"Massachusetts, EUA",Cambridge,Comcast,2018-11-15 08:42:46.279482,-,0,0,0.0
"Eng 2, Engineering Ops","web-services, project-management, design",,"Colorado, EUA",Centennial,Comcast,2018-11-15 08:42:46.279482,-,0,0,0.0
Front-end Developer,"angularjs, reactjs, sass",,Holanda,Apeldoorn,Achmea,2018-11-15 08:42:46.279482,-,0,0,0.0
Java Backend Software Engineer - Mobile Centre of Excellence,"java, python, sql",,Reino Unido,Glasgow,JP Morgan Chase,2018-11-15 08:42:46.295085,-,0,0,0.0
iOS Engineer,"objective-c, ios, iphone, ipad",,"Lombardy, Italy",Milan,Bending Spoons,2018-11-15 08:42:46.295085,-,0,0,0.0
"Software Engineer, Mobile","mobile, swift, uikit, flutter, ios","Visa sponsor, Paid relocation",Italy,Milano,Bending Spoons,2018-11-15 08:42:46.295085,€,14,22,18.0
"Software Engineer, Tools & Infrastructure","python, google-cloud-platform, angularjs, redis, mongodb","Visa sponsor, Paid relocation",Italy,Milano,Bending Spoons,2018-11-15 08:42:46.295085,€,13,18,15.5
Engineering Manager,"ruby-on-rails, javascript, tdd, code-review, agile",,França,Paris,Doctolib,2018-11-15 08:42:46.295085,-,0,0,0.0
Support Engineer,"reactjs, sql, c#, typescript, html",,França,Paris,ITG,2018-11-15 08:42:46.295085,-,0,0,0.0
Senior Javascript Developer,"javascript, frontend, reactjs, angularjs, python",Paid relocation,Reino Unido,London,Tessian,2018-11-15 08:42:46.295085,£,12,31,21.5
Senior Systems Administrator,"visualisation, sql, rdms, powershell, microsoft-exchange",,Ireland,Dublin,Game On Media Ltd,2018-11-15 08:42:46.295085,-,0,0,0.0
Javascript Team Lead,"javascript, frontend, reactjs, angularjs, python",Paid relocation,Reino Unido,London,Tessian,2018-11-15 08:42:46.295085,£,12,31,21.5
Full Stack Web Developer - Cloud Applications,"cloud, javascript, java, tdd",,Slovakia,Bratislava,IBM,2018-11-15 08:42:46.295085,-,0,0,0.0
Senior Data Engineer - Zalon Data,"java, python, scala, amazon-web-services, data-warehouse",,Alemanha,Berlin,Zalando SE,2018-11-15 08:42:46.295085,-,0,0,0.0
Front End Engineer (m/w),"reactjs, ecmascript-6, redux, rxjs",Paid relocation,Alemanha,Berlin,PlusPeter,2018-11-15 08:42:46.310729,€,17,26,21.5
Java Engineer (Mid - Senior),"java, spring-boot, spring, docker, kotlin","Visa sponsor, Paid relocation",Alemanha,München,Scalable Capital GmbH,2018-11-15 08:42:46.310729,€,17,33,25.0
Android Developer,"android, agile, rx-java, dagger-2, java",,Alemanha,Hamburg,moovel Group GmbH,2018-11-15 08:42:46.310729,-,0,0,0.0
Android Engineer (Mid - Senior),"android, java, realm","Visa sponsor, Paid relocation",Alemanha,München,Scalable Capital GmbH,2018-11-15 08:42:46.310729,€,17,33,25.0
"Backend Software Engineer - Web Application Development (m/f/d), Berlin","docker, amazon-web-services, python, flask, sql",,Alemanha,Berlin,Vimcar GmbH,2018-11-15 08:42:46.310729,€,17,22,19.5
DevOps Technical Expert,"amazon-web-services, ansible, python, shell, google-cloud-platform, sysadmin",,Indonesia,Tanah Abang,BBM,2018-11-15 08:42:46.310729,-,0,0,0.0
Secure Server Developer,"c#, python, windows, linux, tcp-ip",Paid relocation,Reino Unido,Cambridge,Cambridge Consultants,2018-11-15 07:42:46.935687,-,0,0,0.0
Embedded Software Engineer,"embedded, c, protocols, python, real-time",Paid relocation,Reino Unido,Cambridge,Cambridge Consultants,2018-11-15 07:42:46.935687,-,0,0,0.0
Android Technical Expert,"android, java, kotlin, tdd, rx-java",,Indonesia,Tanah Abang,BBM,2018-11-15 07:42:46.935687,-,0,0,0.0
Senior Software Engineer (with .Net and React),"reactjs, .net, aws, typescript",On-site and limited remote,Polônia,Wrocław,OpsTalent,2018-11-15 07:42:46.935687,zł,16,22,19.0
IoT-Plattformingenieur/ DevOps (m/w) - 377256/8,"python, devops, javascript",,Alemanha,Berlin,Hays plc,2018-11-15 07:42:46.935687,-,0,0,0.0
Back End Developer,"agile, web-services, python, kubernetes, documentation",,Reino Unido,London,Unmortgage,2018-11-15 07:42:46.935687,£,18,27,22.5
iOS Developer (f/m),"ios, swift, objective-c, fastlane, teamcity",,Alemanha,Hamburg,moovel Group GmbH,2018-11-15 07:42:46.935687,-,0,0,0.0
Senior Backend Software Engineer,"java, microservices, kubernetes, nosql, apache-kafka",,Holanda,Amsterdam,fashionTrade,2018-11-15 07:42:46.935687,-,0,0,0.0
Product Delivery Manager,".net, c#, php, c++",,Reino Unido,Edinburgh,Zonal Retail Data Systems,2018-11-15 07:42:46.951311,-,0,0,0.0
Junior Softwareentwickler Webanwendung Full-Stack (m/w),"sql, javascript, html, jquery, css",,Alemanha,München,VOLKE Consulting Engineers GmbH & Co. Planungs KG,2018-11-15 07:42:46.951311,€,16,22,19.0
Software Developer (Lappeenranta & Helsinki),".net, sql-server, iis, javascript, sql",On-site and limited remote,Finland,Lappeenranta,Visma Solutions Oy,2018-11-15 07:42:46.951311,€,12,22,17.0
C# .NET Web developer,"c#, .net, asp.net-mvc, sql-server, unit-testing",,Holanda,Rotterdam,VI Company,2018-11-15 07:42:46.951311,€,12,22,17.0
Application Specialist / Anwendungsbetreuer (m/w) firmeninterne Software-Systeme,"sql, c#, sql-server, scripting",,Alemanha,Unterschleißheim,KRATZER AUTOMATION AG,2018-11-15 07:42:46.951311,-,0,0,0.0
Java utvecklare till vårt PIM team,"java, java-ee, sql, jira, data-quality",,Suécia,Gothenburg,Experis AB,2018-11-15 07:42:46.951311,-,0,0,0.0
Software Developer - To deliver an industry praised SDK for our surveillance,"sdk, scrum, c#, .net, visual-studio",,Denmark,Copenhagen,Milestone Systems,2018-11-15 07:42:46.951311,-,0,0,0.0
(Senior) Devops Engineer (m/f) with Kubernetes/Golang,"devops, docker, kubernetes, golang, container","On-site and limited remote, Visa sponsor, Paid relocation",Alemanha,Herzogenaurach,adidas AG,2018-11-15 07:42:46.951311,-,0,0,0.0
(becoming a) FULLSTACK DEVELOPER JAVA/ SPRING/ JAVASCRIPT/ REACT,"reactjs, java, spring, docker, javascript",Paid relocation,Rumänien,Cluj-Napoca,JustRocket,2018-11-15 07:42:46.951311,-,0,0,0.0
Software Developer (m/f),"java, scala, python, javascript, tdd",,Alemanha,Köln,ThoughtWorks Inc.,2018-11-15 06:42:46.951311,-,0,0,0.0
"Softwareentwickler (m/w/d) für Content Creation Tools, C++, visualstudio, gis","c++, visual-studio, gis",Paid relocation,Alemanha,Bremen,Rheinmetall Group,2018-11-15 06:42:46.966934,-,0,0,0.0
Senior Software Developer (m/f),"java, scala, python, javascript, tdd",,Alemanha,Hamburg,ThoughtWorks Inc.,2018-11-15 06:42:46.966934,-,0,0,0.0
(Senior) Product Owner & Project Manager,"python, javascript, project-management, scrum, django","Visa sponsor, Paid relocation",Alemanha,München,Motius GmbH,2018-11-15 06:42:46.966934,€,25,33,29.0
Administrator_in für HPC-Systeme und parallele Storage Systeme,"c++, python, hpc, linux",,Áustria,Wien,Technische Universität Wien,2018-11-15 06:42:46.966934,€,12,14,13.0
Full-Stack-Entwickler (m/w) mit Herz für JS,"angularjs, node.js, typescript, reactjs, docker",,Alemanha,Leipzig,DroidSolutions GmbH,2018-11-15 06:42:46.966934,-,0,0,0.0
Senior iOS Developer (m/f),"ios, swift, objective-c",,Portugal,Porto,XING SE,2018-11-15 06:42:46.966934,-,0,0,0.0
"Integration and release engineer, Lausanne, Switzerland",integration,,Suíça,Lausanne,Pix4D,2018-11-15 06:42:46.966934,-,0,0,0.0
Senior Site Reliability Engineer,"go, python, ruby, kubernetes, prometheus","Visa sponsor, Paid relocation",Alemanha,Berlin,HelloFresh,2018-11-15 06:42:47.435632,-,0,0,0.0
Cloud Operations Specialist (w/m),"amazon-web-services, linux, cloud, docker, kubernetes, sysadmin",,Alemanha,Köln,Dembach Goo Informatik GmbH & Co. KG,2018-11-15 06:42:47.435632,€,17,29,23.0
.NET Developer Iriballe autoalan projektiin,".net, sql, rest",,Finland,Helsinki,Barona IT,2018-11-15 06:42:47.451255,-,0,0,0.0
